track_id,track_name,artist_name,track_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,lyrics
track_0000,Song 0,Artist 0,country,0.7194126736329803,0.4214958157751022,10,-1.462268058488064,0,0.12989174161566286,0.8447220606616753,0.19948906251084741,0.18951667728699617,0.8843327578791204,152.87240406510367,78305,3,24,hotel california welcome to the hotel california
track_0001,Song 1,Artist 0,rock,0.642040917069199,0.39509603363016466,7,-18.073420189355225,0,0.9296633214624941,0.23468360709700098,0.7143906368336983,0.5644535734061806,0.3394616497360844,91.27878460159238,155626,5,91,sweet child of mine she's got eyes of the bluest skies
track_0002,Song 2,Artist 0,rock,0.5112701691255409,0.6917927633014641,9,-28.51520152827373,1,0.9426703759726719,0.34354949534060186,0.2774479513222008,0.05054642954923083,0.6810375783334689,137.17984883014006,249436,5,73,we are the champions my friends
track_0003,Song 3,Artist 0,country,0.8919011586972361,0.866606327627895,3,-4.9858014945721365,0,0.8193744311913755,0.8069269198363739,0.6189740479208288,0.6524283833942822,0.5322121697108793,179.7539642514139,113361,5,80,bohemian rhapsody is this the real life
track_0004,Song 4,Artist 0,reggae,0.18907845479982965,0.47122112312801057,1,-58.64099147135377,1,0.9880996213621676,0.3313691381345739,0.09042997313789913,0.3424422014856071,0.7141172798499944,92.2168684525112,145502,4,90,nothing else matters nothing else matters
track_0005,Song 5,Artist 0,hip-hop,0.8253669026198548,0.5543854494306214,5,-23.18356173151504,0,0.2146628054933737,0.5591042512780873,0.5826112440488107,0.724533281218433,0.05659535845844654,52.887146539492484,278634,4,89,imagine all the people living life in peace
track_0006,Song 6,Artist 0,classical,0.7375648225227824,0.2610147562856393,7,-44.9726104379443,0,0.4599739207044917,0.07716001330989075,0.9949282632408432,0.9725121332895128,0.9674359227501749,187.64592570856723,104406,4,73,we are the champions my friends
track_0007,Song 7,Artist 0,classical,0.07573353607478095,0.4478861796305428,2,-2.4760122512234517,1,0.13761508039999282,0.6992486036671093,0.8153063046138328,0.12073525043235855,0.15773738019663253,112.67626939326868,86561,4,91,bohemian rhapsody is this the real life
track_0008,Song 8,Artist 0,hip-hop,0.3090457368974835,0.46669893790148587,10,-4.593201063561743,1,0.5649422572884935,0.4119142873725855,0.9282963179804234,0.8235227897795034,0.7769630571645356,124.07080012411978,297841,4,74,smells like teen spirit with the lights out
track_0009,Song 9,Artist 0,reggae,0.07369181168839278,0.44017804905803093,9,-24.34101005471181,0,0.966721057736173,0.6441083189455585,0.5279406319763654,0.5702212194775222,0.4676585312249594,71.10090790489758,110692,4,38,yesterday all my troubles seemed so far away
track_0010,Song 10,Artist 1,reggae,0.19469594582466032,0.782869435075589,7,-24.799836595258817,1,0.2921740112794957,0.8133758416010508,0.965083650901247,0.9055043177846627,0.36009521993068605,140.24865997028058,173215,5,12,stairway to heaven and she's buying a stairway to heaven
track_0011,Song 11,Artist 1,classical,0.5585374800522539,0.9354722353874576,6,-57.472854724997156,0,0.16347149835474994,0.9159602158079542,0.4430605543321291,0.39410808682325404,0.12146347824365522,71.26756976556267,119842,4,21,bohemian rhapsody is this the real life
track_0012,Song 12,Artist 1,reggae,0.6284350935004724,0.5385630684625681,0,-12.705372540896136,0,0.7047716570893089,0.8322665189929341,0.70890104483874,0.771453459803935,0.5198769853510276,124.25232460865674,123983,3,49,smells like teen spirit with the lights out
track_0013,Song 13,Artist 1,country,0.5736550198932615,0.8303526955063479,0,-12.261315452493555,1,0.016090224280878695,0.18641076139387625,0.7692959900455999,0.9617502742389353,0.11486463781434042,97.98188974131216,138104,4,80,bohemian rhapsody is this the real life
